customer_id,age,tenure_months,monthly_cost,support_tickets,login_frequency,feature_usage_score,satisfaction_score,monthly_contract,premium_member,churn
253,81,21,19.791828275866795,3,21,59,10,0,0,0
254,53,95,4.888475257719527,4,22,80,5,0,0,0
255,39,49,34.789953931950386,1,15,10,5,0,1,0
256,60,16,29.11468010430419,0,14,35,3,0,0,0
257,58,116,52.198240246862326,2,11,47,7,0,1,0
258,59,50,9.3884107510754,2,29,79,1,1,0,1
259,38,49,14.789217832219684,1,26,52,6,1,0,0
260,72,51,31.268218905251906,0,23,93,4,1,1,0
261,61,46,37.418072903846095,1,17,11,7,0,0,0
262,83,95,11.63404636284051,1,23,58,7,1,0,0
263,26,25,38.0969079577385,1,22,6,8,1,1,0
264,26,18,15.91585607687912,3,19,2,2,1,0,0
265,52,38,36.00102002688639,2,14,60,4,1,1,0
266,50,28,28.156735689476037,3,25,23,10,0,0,0
267,24,55,23.714784044118577,1,18,59,4,1,1,0
268,74,23,22.760087062575074,3,23,60,2,1,1,0
269,54,17,35.2596265988074,2,15,62,7,0,1,0
270,18,35,31.2346425230637,1,22,10,9,1,0,1
271,78,90,39.257671924709626,2,15,98,6,0,0,0
272,50,2,12.217819869830517,1,20,39,4,1,0,0
273,65,8,28.343027717487264,2,25,32,7,0,1,0
274,64,78,12.838651622860302,1,17,33,9,1,0,0
275,55,93,25.607624201305384,3,24,69,5,1,1,0
276,41,87,28.411714289373354,2,21,14,6,0,0,1
277,32,16,22.80042874456464,1,22,19,8,1,0,0
278,66,94,25.4332285622911,1,23,61,1,0,0,0
279,44,29,25.973913199280048,3,16,71,7,0,0,0
280,32,71,30.964262727734024,2,18,60,7,1,0,0
281,16,112,32.220101678649065,2,19,33,2,1,0,0
282,29,59,25.537905673628032,1,24,53,8,1,1,0
283,40,45,43.58205093954736,1,15,32,10,0,1,0
284,38,77,8.237141350194044,2,21,84,1,1,0,0
285,52,14,24.94879950775269,1,27,57,10,1,0,0
286,57,50,33.37094431361672,2,12,96,8,1,0,0
287,40,24,30.95541656858966,1,16,56,10,1,0,1
288,32,22,27.355694518619927,1,20,10,10,1,1,0
289,36,24,29.06597160040929,1,16,43,7,1,0,0
290,49,5,39.83137841936788,2,15,62,10,1,0,0
291,59,96,30.73302441512329,2,16,88,6,0,1,0
292,37,36,22.33667474038704,2,29,21,4,1,1,0
293,51,39,13.370002468265998,1,21,25,6,1,0,0
294,77,67,18.685052020509783,4,20,84,8,1,0,0
295,73,60,23.526661935145327,4,16,27,1,1,1,0
296,83,110,40.2921362330239,1,31,82,1,1,1,0
297,17,96,30.369704133050917,2,19,82,9,1,1,0
298,53,8,18.964491860423358,1,20,84,10,1,0,0
299,39,27,33.43665602332272,3,26,5,6,0,1,0
300,39,70,27.951396043622527,2,24,84,5,1,0,1
301,72,114,15.95962243987909,0,20,1,4,0,0,0
302,29,5,7.588273571486102,4,14,30,6,1,1,0
303,17,39,39.74972777291722,1,20,83,9,0,1,0
304,76,100,33.71901646158958,3,20,44,5,0,0,0
305,38,98,35.721472643252554,3,24,94,8,1,0,1
306,62,63,28.64003485541316,2,26,1,1,1,1,0
307,45,95,2.520577276906373,1,15,53,5,1,0,0
308,32,90,16.905518461073186,2,23,49,7,1,0,0
309,16,20,13.905290357732587,1,17,74,10,1,0,0
310,44,44,6.799543108561718,0,13,5,8,1,0,0
311,20,9,33.30681507261505,3,16,80,2,1,0,0
312,37,70,33.77277929149505,5,13,60,7,1,0,0
313,57,60,29.006132052703975,1,20,65,5,1,0,0
314,56,93,41.432763752902915,1,22,8,8,1,1,0
315,48,34,33.876749244851446,2,15,68,3,0,1,0
316,16,111,30.898054306655354,4,14,68,8,1,0,0
317,55,5,31.752632055270432,2,29,12,3,1,1,1
318,30,12,30.288197837072232,1,15,67,3,1,0,0
319,44,80,4.82097241962871,2,16,26,4,0,1,0
320,61,69,20.720823832818276,0,17,74,6,1,0,0
321,76,112,22.738705131865338,2,22,82,9,0,1,0
322,58,31,1.837200482190621,4,20,18,1,0,1,1
323,42,14,16.64640861976653,1,22,89,9,1,0,0
324,30,38,22.1227176764893,5,16,24,6,1,0,1
325,80,83,36.42070236927484,2,18,55,3,1,1,0
326,76,73,23.8541597825863,2,20,60,8,1,0,0
327,48,4,32.02255582861268,1,23,62,3,1,0,0
328,79,2,22.76407855239755,1,23,15,2,1,0,1
329,22,62,24.475762387030976,1,18,27,3,1,0,0
330,54,22,23.620319481888174,3,14,61,4,1,0,1
331,25,59,35.83717732797195,3,24,66,8,1,1,0
332,53,102,3.403260005440675,1,19,62,10,0,0,0
333,50,8,37.952754835798174,4,18,54,10,1,1,0
334,61,109,19.15886741790402,1,26,81,5,0,0,0
335,76,46,22.17715137096438,3,15,80,9,0,1,0
336,40,21,28.99073095931776,2,21,69,3,1,1,0
337,84,17,9.98886935177593,2,20,77,10,1,0,0
338,21,12,23.66730783801623,1,15,47,9,0,1,0
339,37,68,26.72795888655975,1,29,6,4,1,0,0
340,35,109,33.10545760162282,4,17,88,7,1,0,1
341,78,39,27.513814218453405,5,18,92,7,1,0,1
342,62,107,34.25725088216778,4,16,56,5,1,1,0
343,25,26,11.265896978651266,3,24,20,3,1,0,0
344,71,117,17.68362209128034,0,19,5,3,1,0,0
345,60,30,46.56163218331763,1,25,60,10,0,1,0
346,80,96,21.91038250690321,1,17,75,3,1,1,0
347,63,73,32.770208086831985,2,21,29,3,1,0,1
348,61,31,24.032411841801633,1,26,90,9,1,0,0
349,17,27,33.777756860503736,0,22,24,7,0,0,0
350,73,17,38.01676653427177,2,23,49,10,1,0,0
351,49,23,28.811112714273357,1,21,70,7,1,1,0
352,56,58,32.937629829115544,4,12,23,1,1,0,1
353,79,96,20.707819389791943,1,20,9,3,1,0,0
354,20,117,20.809153963282924,1,22,61,8,0,1,0
355,20,18,32.92701421751173,1,22,13,10,1,0,0
356,22,2,8.094194512508476,2,17,2,1,1,0,0
357,34,4,25.981624842742498,1,26,93,4,1,1,0
358,56,18,23.09293909678758,3,21,85,2,0,0,1
359,77,11,25.583624858502972,2,14,23,5,1,0,0
360,30,62,39.415512192189645,1,21,7,4,0,0,0
361,17,44,47.69796201046418,2,15,52,3,1,0,0
362,46,5,18.00938608733621,2,19,19,1,1,1,1
363,18,61,16.712159728703245,4,13,92,10,1,0,0
364,68,9,21.70766899274723,1,27,16,7,0,1,0
365,32,14,39.05738780974926,1,19,46,8,0,0,0
366,30,112,29.182578173791747,3,14,16,1,1,0,1
367,23,64,24.626922077393843,3,23,59,8,1,0,0
368,39,26,28.308364144167427,1,20,82,4,1,1,0
369,73,56,14.57055980271732,1,15,74,8,1,1,0
370,31,55,38.727148408359,2,25,9,5,0,1,0
371,48,99,27.338850874500732,1,16,15,6,1,1,0
372,76,37,28.01606705729222,2,21,74,4,1,0,1
373,28,39,29.93007994198598,0,21,20,4,1,0,0
374,41,62,14.876394050409807,2,13,34,2,1,1,0
375,33,50,33.81239279255665,2,17,82,8,1,1,0
376,75,99,6.814848162898283,1,23,18,4,1,1,0
377,16,54,9.951462807425928,2,5,20,1,1,0,1
378,35,94,17.1681723012681,3,21,25,10,0,0,0
379,67,49,32.581305696247426,2,23,37,4,1,0,0
380,32,19,34.012063545465374,1,18,48,6,1,0,1
381,29,63,23.201683219353885,1,23,27,8,0,0,0
382,18,49,7.4607138225115435,1,24,7,1,1,1,1
383,30,43,19.20084253890689,2,27,91,5,0,0,0
384,28,45,12.54907535084174,4,26,26,5,1,1,1
385,17,35,15.743848223120548,1,18,22,3,1,0,1
386,31,19,31.51690734584974,3,16,93,3,0,1,0
387,65,50,22.2074021487466,2,16,2,9,0,1,0
388,40,38,6.619626523678615,2,21,19,1,1,1,1
389,76,54,35.106324203210676,2,22,23,6,1,0,0
390,39,83,28.91227174281186,1,25,28,3,1,1,0
391,79,77,32.25975142083108,2,19,39,9,1,0,0
392,29,31,30.250103545417403,4,22,50,10,1,1,0
393,21,74,40.0478821251029,4,26,91,3,1,0,1
394,55,86,34.96760269226125,4,18,6,8,1,0,1
395,37,96,7.487038406219746,1,19,80,3,0,0,0
396,22,102,23.78946195380379,1,20,14,8,1,0,0
397,64,49,56.49994370086999,2,17,5,1,0,0,0
398,23,34,29.30775279874854,0,11,60,5,1,0,0
399,19,99,22.639990760497604,4,23,92,9,1,0,0
400,68,52,25.48880930790168,4,20,60,10,1,1,0
401,62,70,16.197102584509146,2,15,25,3,1,0,1
402,32,87,15.080993883971562,3,23,71,8,1,0,0
403,65,59,40.39305399818323,3,25,39,4,1,1,0
404,48,92,38.63093900565468,1,21,75,9,1,1,0
405,75,47,26.162869673076717,2,18,33,4,1,1,0
406,62,118,34.05553445774626,1,18,73,2,1,1,0
407,20,92,26.246929973456467,1,24,74,10,1,0,0
408,19,10,30.896613593047583,3,17,63,6,1,0,1
409,19,82,20.400675128005368,5,23,19,9,0,0,0
410,84,44,29.42499387316677,1,21,30,7,1,1,0
411,63,49,41.01884876416344,1,19,80,3,1,0,0
412,63,68,30.4238654663988,5,17,85,8,1,1,1
413,66,26,15.275650316811841,2,27,60,7,1,0,0
414,36,47,23.43725314156876,0,18,93,10,1,0,0
415,84,48,23.024384017888664,2,25,97,8,0,1,1
416,26,6,33.99655017521934,0,24,28,1,1,0,0
417,33,25,14.613670388775958,3,21,23,5,1,0,1
418,21,70,17.58328648868328,1,17,7,5,1,1,0
419,65,106,27.503508997400353,5,17,30,9,0,0,0
420,70,66,30.603434957853512,4,22,60,1,1,0,1
421,57,19,20.31481362532269,2,32,4,2,1,0,0
422,57,106,37.663707094323264,2,19,32,6,0,1,0
423,38,82,30.413440494553825,0,24,27,7,1,1,0
424,35,4,40.31033210261174,2,26,56,9,1,0,0
425,71,85,24.62130811042042,2,13,67,7,1,0,0
426,29,1,9.889349208567175,3,24,55,2,1,0,0
427,41,105,38.301879627003714,2,26,90,7,1,0,1
428,54,44,24.451015660784133,4,28,82,3,0,1,0
429,58,51,13.581870741670896,2,21,61,1,1,0,0
430,77,12,12.873024146936796,2,20,75,2,1,0,1
431,57,77,22.687378142625757,2,21,3,6,1,0,0
432,34,90,14.90878851898759,3,16,78,3,1,0,0
433,62,82,34.20605088229352,2,25,27,3,0,0,0
434,30,18,24.259084215167807,0,23,95,8,1,1,0
435,27,16,41.302690592354054,4,21,16,3,1,0,1
436,19,17,6.802264921659024,3,26,49,10,1,0,0
437,28,112,18.37848299663593,3,16,53,6,1,1,0
438,23,100,11.731715456310068,0,19,88,7,1,0,0
439,80,2,20.05179965657652,3,23,48,4,0,1,1
440,26,15,19.38092520416954,6,17,52,2,1,1,1
441,47,36,24.449563860408208,4,28,70,6,1,0,0
442,61,4,30.48894157539508,1,22,12,4,1,0,0
443,55,45,28.94260207349286,2,18,65,5,1,0,0
444,64,43,18.672694448579403,1,15,29,2,0,0,0
445,45,56,19.16738248227056,2,23,75,8,1,1,0
446,59,23,24.468038084000426,0,17,49,2,1,0,0
447,16,108,24.889388224725877,3,20,69,1,1,0,0
448,24,67,24.801206879078652,0,20,5,6,0,0,0
449,61,19,21.797666325002012,2,22,73,3,1,0,0
450,73,2,46.8560554487357,4,16,16,1,1,0,1
451,54,61,37.02363905196687,5,21,5,7,1,0,0
452,70,85,14.665458768717997,1,19,62,10,0,0,0
453,40,86,37.656000376503265,2,29,22,5,1,1,0
454,68,31,35.893238292431306,0,27,94,6,1,0,1
455,83,47,38.02707700540381,1,17,43,6,0,1,0
456,60,99,47.33690589726022,2,13,80,8,1,0,0
457,73,82,36.147133243453354,3,20,81,6,0,0,0
458,30,81,26.641487032332385,1,17,10,4,1,1,0
459,24,30,35.169115781479434,1,18,85,8,1,1,0
460,65,34,22.87015534977962,1,22,96,9,1,0,0
461,22,43,47.14963463066762,3,20,27,9,1,1,0
462,23,46,41.94709361255797,3,25,86,5,1,0,0
463,76,102,22.777037692204914,4,16,39,10,1,0,0
464,19,18,33.01450357674252,4,21,23,7,0,0,0
465,23,71,27.351083214480894,0,11,66,7,1,1,0
466,40,97,22.894071260443784,0,16,18,9,1,0,0
467,80,115,25.361235995524538,2,18,42,5,1,0,0
468,75,88,37.35726638633494,2,18,50,5,1,1,0
469,48,95,19.16530515966192,2,26,87,10,1,1,0
470,19,50,26.919815577479653,1,27,96,7,1,0,0
471,31,2,35.16097958246081,4,21,33,2,1,0,0
472,55,87,-0.3993055914645183,2,16,10,2,1,1,0
473,47,2,28.261490801787726,2,21,24,6,0,0,0
474,55,20,34.045746058641214,4,18,77,8,0,1,0
475,80,73,36.503718346790365,1,25,12,4,0,0,0
476,47,83,26.52530376630766,1,19,64,10,1,1,0
477,78,58,16.75149673916974,0,10,93,6,1,1,0
478,32,60,23.412831594903817,1,21,85,7,1,0,0
479,37,87,21.441124685724574,3,18,18,3,1,0,1
480,21,54,40.95141203362343,1,18,69,10,1,1,0
481,81,12,37.88570055164878,2,14,94,9,1,0,0
482,16,43,36.87207868790526,1,22,67,10,1,0,0
483,70,119,15.943812187022003,0,16,43,9,1,1,0
484,46,3,10.18383424262084,1,23,70,8,1,1,1
485,68,64,33.55591329059149,1,18,61,4,0,0,0
486,51,112,33.45927783261858,2,19,16,10,1,1,0
487,70,70,37.50377596430485,0,19,60,3,0,0,0
488,62,66,27.33962027212928,5,11,29,4,0,1,0
489,71,87,21.679321759591996,1,26,41,2,1,0,0
490,73,71,40.44728998998058,1,13,78,3,1,1,0
491,18,61,16.242299749307104,3,15,56,10,1,1,0
492,57,23,35.290397237368815,0,14,28,7,1,0,0
493,72,75,30.690036799899808,2,23,13,10,1,1,0
494,72,10,18.05336422923953,3,21,94,9,1,1,0
495,24,77,32.40215159899017,2,20,75,3,1,0,0
